region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 3,54,40,Unmarried,19,50,College degree,12,No,Female,2,No,No,Yes,Yes,23,0,0,5,33,1266,0,0,310,1747,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.13,,,1.61,3.50,3.91,Total service,No
Zone 2,25,41,Unmarried,3,81,Some college,20,No,Female,4,No,No,Yes,No,7,0,0,11,0,194,0,0,290,0,No,No,No,No,No,Yes,Yes,Yes,No,2.00,,,2.40,,4.39,Plus service,No
Zone 2,1,36,Unmarried,6,21,Did not complete high school,1,No,Male,2,No,Yes,No,No,1,0,23,0,0,1,0,23,0,0,Yes,No,No,No,Yes,No,No,No,Yes,0.30,,3.12,,,3.04,E-service,Yes
Zone 3,54,68,Unmarried,7,273,Some college,27,No,Female,1,No,No,Yes,No,18,0,0,6,0,1003,0,0,325,0,No,No,No,Yes,No,No,No,No,Yes,2.91,,,1.79,,5.61,Basic service,No
Zone 1,14,31,Married,9,39,Some college,4,No,Female,7,No,No,No,No,4,0,0,0,0,61,0,0,0,0,No,No,No,No,No,No,No,No,No,1.48,,,,,3.66,Basic service,No
Zone 3,14,28,Married,7,17,High school degree,3,No,Male,4,No,Yes,No,No,6,0,21,0,0,87,0,288,0,0,No,No,No,No,No,No,No,No,Yes,1.76,,3.04,,,2.83,Basic service,Yes
Zone 2,10,45,Married,8,115,Some college,17,No,Female,4,No,Yes,No,No,6,0,28,0,0,53,0,239,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.74,,3.33,,,4.74,E-service,Yes
Zone 1,7,23,Unmarried,3,27,High school degree,1,No,Female,3,Yes,No,Yes,No,4,10,0,7,0,21,76,0,55,0,No,No,No,No,No,Yes,Yes,No,No,1.29,2.25,,1.95,,3.30,Basic service,No
Zone 2,33,45,Unmarried,24,35,Did not complete high school,6,No,Male,1,Yes,No,Yes,No,6,24,0,26,0,206,861,0,780,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.73,3.18,,3.24,,3.56,Plus service,Yes
Zone 1,3,23,Unmarried,2,20,High school degree,4,No,Male,1,No,Yes,No,No,5,0,30,0,0,11,0,69,0,0,No,Yes,No,Yes,No,No,No,Yes,Yes,1.54,,3.40,,,3.00,Basic service,No
Zone 2,56,58,Married,3,92,Did not complete high school,25,No,Male,3,No,No,Yes,No,8,0,0,20,0,477,0,0,1075,0,No,No,No,No,No,No,No,Yes,No,2.11,,,2.98,,4.52,Basic service,No
Zone 2,54,56,Unmarried,8,207,High school degree,35,No,Female,1,Yes,No,Yes,No,9,25,0,9,0,465,1352,0,455,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.20,3.23,,2.20,,5.33,Plus service,No
Zone 1,72,55,Married,28,40,Did not complete high school,11,No,Male,5,No,No,Yes,No,34,0,0,36,0,2473,0,0,2770,0,Yes,No,No,No,No,No,No,No,No,3.53,,,3.58,,3.69,E-service,No
Zone 1,18,29,Unmarried,4,40,High school degree,1,No,Male,1,No,Yes,No,No,10,0,27,0,0,196,0,402,0,0,No,No,No,Yes,Yes,Yes,Yes,No,No,2.25,,3.31,,,3.69,Plus service,No
Zone 3,25,29,Unmarried,9,55,College degree,1,No,Male,1,Yes,No,No,No,5,25,0,0,0,148,612,0,0,0,No,No,No,No,Yes,No,No,No,Yes,1.66,3.21,,,,4.01,Basic service,Yes
Zone 1,42,62,Unmarried,26,26,Did not complete high school,35,Yes,Female,1,No,No,Yes,No,9,0,0,27,0,338,0,0,1070,0,No,No,No,No,No,No,No,No,Yes,2.17,,,3.30,,3.26,Basic service,No
Zone 3,4,37,Unmarried,2,41,High school degree,8,No,Male,1,Yes,Yes,Yes,No,3,14,30,17,0,5,46,84,60,0,No,No,Yes,Yes,No,Yes,No,No,No,1.03,2.60,3.40,2.80,,3.71,Basic service,No
Zone 2,12,50,Married,16,203,College degree,25,No,Male,2,Yes,No,Yes,Yes,5,22,0,11,28,72,285,0,120,316,No,No,Yes,No,No,Yes,No,No,Yes,1.60,3.09,,2.42,3.34,5.31,Basic service,Yes
Zone 2,53,64,Married,17,380,High school degree,36,No,Female,2,Yes,No,Yes,No,13,40,0,15,0,688,2104,0,825,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.55,3.70,,2.71,,5.94,Plus service,No
Zone 2,13,38,Married,8,104,College degree,6,No,Male,7,Yes,No,Yes,Yes,10,22,0,26,59,160,274,0,325,723,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.33,3.07,,3.25,4.07,4.64,Total service,Yes
Zone 3,18,31,Married,12,24,Some college,4,No,Male,4,No,No,No,No,12,0,0,0,0,202,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,2.50,,,,,3.18,E-service,No
Zone 3,67,42,Married,20,81,Some college,20,No,Female,5,Yes,No,Yes,Yes,24,41,0,10,37,1701,2799,0,615,2482,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.19,3.72,,2.25,3.60,4.39,Total service,No
Zone 2,6,24,Unmarried,2,17,Did not complete high school,1,No,Male,1,Yes,No,Yes,No,3,21,0,15,0,29,132,0,45,0,No,No,No,No,Yes,Yes,No,Yes,No,1.18,3.04,,2.72,,2.83,Plus service,No
Zone 1,25,46,Unmarried,13,45,Did not complete high school,12,No,Female,1,Yes,No,No,No,5,16,0,0,0,155,408,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,1.69,2.77,,,,3.81,Plus service,No
Zone 2,15,39,Unmarried,19,32,High school degree,2,No,Male,1,No,Yes,No,No,3,0,32,0,0,44,0,463,0,0,Yes,Yes,No,No,No,No,No,No,Yes,1.24,,3.46,,,3.47,E-service,Yes
Zone 3,32,35,Unmarried,12,57,College degree,5,No,Male,1,Yes,Yes,No,No,9,11,30,0,0,259,335,976,0,0,Yes,No,No,No,No,No,No,No,No,2.15,2.40,3.40,,,4.04,E-service,No
Zone 2,22,39,Unmarried,0,63,College degree,9,No,Male,1,No,Yes,No,No,6,0,21,0,0,122,0,425,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.82,,3.06,,,4.14,E-service,Yes
Zone 2,8,22,Unmarried,3,25,College degree,0,No,Male,1,Yes,No,Yes,Yes,8,32,0,18,19,62,264,0,155,154,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.08,3.47,,2.90,2.97,3.22,Plus service,No
Zone 1,3,31,Married,4,22,Did not complete high school,1,No,Male,2,No,Yes,No,No,3,0,23,0,0,8,0,35,0,0,No,No,No,Yes,No,Yes,No,No,Yes,1.22,,3.12,,,3.09,Basic service,Yes
Zone 2,32,54,Unmarried,6,155,High school degree,20,No,Male,1,No,No,No,No,16,0,0,0,0,529,0,0,0,0,No,No,No,No,No,No,No,No,No,2.79,,,,,5.04,Basic service,No
Zone 1,49,54,Unmarried,24,30,High school degree,5,No,Male,1,No,No,Yes,No,16,0,0,14,0,755,0,0,625,0,Yes,No,No,No,No,No,Yes,No,No,2.74,,,2.66,,3.40,E-service,No
Zone 2,2,28,Unmarried,7,46,Some college,0,No,Female,1,No,No,No,Yes,3,0,0,0,15,7,0,0,0,10,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,1.24,,,,2.71,3.83,Total service,No
Zone 1,39,47,Unmarried,1,68,College degree,10,No,Female,2,No,No,No,No,8,0,0,0,0,309,0,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.12,,,,,4.22,E-service,Yes
Zone 1,42,33,Unmarried,2,67,High school degree,5,No,Male,2,No,No,Yes,No,7,0,0,25,0,270,0,0,1075,0,Yes,No,No,No,No,No,No,Yes,No,1.90,,,3.23,,4.20,E-service,No
Zone 1,28,36,Unmarried,3,69,Some college,2,No,Male,1,Yes,Yes,Yes,Yes,6,25,42,32,37,153,697,1117,835,1021,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.80,3.23,3.73,3.46,3.60,4.23,Total service,No
Zone 2,41,46,Married,14,47,High school degree,11,No,Male,5,Yes,Yes,Yes,Yes,6,41,56,20,51,280,1665,2198,830,1957,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.84,3.72,4.02,3.00,3.93,3.85,Total service,No
Zone 3,67,50,Married,31,83,High school degree,12,No,Male,2,No,Yes,Yes,No,29,0,23,19,0,1922,0,1515,1240,0,Yes,No,No,No,No,No,No,No,Yes,3.38,,3.12,2.94,,4.42,E-service,No
Zone 1,38,40,Unmarried,15,34,High school degree,11,No,Female,1,No,Yes,Yes,No,4,0,20,7,0,158,0,780,275,0,Yes,No,No,Yes,No,No,No,No,No,1.45,,2.99,1.95,,3.53,E-service,No
Zone 2,18,38,Unmarried,8,45,High school degree,2,No,Female,4,Yes,Yes,Yes,Yes,3,32,36,15,23,46,609,655,270,423,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.99,3.45,3.59,2.71,3.15,3.81,Total service,Yes
Zone 2,6,42,Married,17,29,High school degree,2,No,Female,2,Yes,No,Yes,Yes,4,26,0,29,32,13,159,0,165,162,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.46,3.25,,3.37,3.46,3.37,Total service,No
Zone 2,4,36,Unmarried,0,21,High school degree,1,No,Female,3,No,No,No,No,3,0,0,0,0,22,0,0,0,0,No,No,No,No,No,No,No,Yes,No,1.19,,,,,3.04,Basic service,No
Zone 1,13,23,Married,3,30,Some college,0,No,Female,4,Yes,Yes,No,No,5,24,29,0,0,54,295,294,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.64,3.19,3.36,,,3.40,Total service,No
Zone 1,20,35,Unmarried,0,78,College degree,7,No,Male,1,No,Yes,No,Yes,6,0,46,0,35,97,0,825,0,701,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1.70,,3.83,,3.56,4.36,Total service,Yes
Zone 1,34,49,Married,27,61,Some college,15,No,Female,2,Yes,No,No,No,13,34,0,0,0,415,1119,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.54,3.53,,,,4.11,Plus service,No
Zone 1,46,29,Married,4,90,Post-undergraduate degree,3,No,Male,4,Yes,No,Yes,Yes,17,41,0,35,40,736,1818,0,1480,1783,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.82,3.70,,3.54,3.68,4.50,Total service,No
Zone 1,48,41,Unmarried,21,43,High school degree,7,No,Male,1,No,No,Yes,No,20,0,0,12,0,888,0,0,530,0,Yes,No,No,No,No,No,No,No,No,2.97,,,2.46,,3.76,E-service,No
Zone 3,69,61,Married,12,301,High school degree,37,No,Male,2,Yes,Yes,Yes,Yes,26,37,42,16,38,1738,2589,2769,1110,2590,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.26,3.60,3.73,2.79,3.65,5.71,Plus service,No
Zone 1,32,34,Married,7,32,High school degree,15,No,Male,4,No,No,No,No,9,0,0,0,0,286,0,0,0,0,No,No,No,No,No,No,No,Yes,No,2.22,,,,,3.47,Basic service,No
Zone 1,29,29,Unmarried,9,41,High school degree,9,No,Male,2,Yes,Yes,No,No,5,23,37,0,0,112,627,1010,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,1.56,3.14,3.62,,,3.71,E-service,No
Zone 3,55,52,Unmarried,22,127,Did not complete high school,28,No,Female,3,No,No,Yes,No,7,0,0,20,0,401,0,0,1150,0,Yes,Yes,No,No,No,No,No,No,Yes,1.95,,,3.01,,4.84,E-service,No
Zone 3,72,60,Married,36,271,Did not complete high school,43,No,Female,2,No,No,Yes,No,22,0,0,52,0,1580,0,0,3665,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.08,,,3.96,,5.60,Plus service,No
Zone 3,29,26,Unmarried,1,32,Some college,2,No,Female,1,No,No,Yes,No,3,0,0,16,0,112,0,0,440,0,No,Yes,No,No,No,No,No,Yes,No,1.22,,,2.76,,3.47,Basic service,Yes
Zone 2,50,25,Married,1,36,College degree,2,No,Female,5,No,Yes,Yes,Yes,13,0,41,10,41,682,0,1928,545,1964,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.57,,3.70,2.33,3.71,3.58,Total service,No
Zone 3,35,50,Married,11,293,Some college,21,No,Male,2,No,Yes,No,No,12,0,24,0,0,416,0,793,0,0,No,No,No,No,No,No,No,No,Yes,2.51,,3.17,,,5.68,Basic service,Yes
Zone 3,11,63,Unmarried,9,41,Some college,3,No,Male,1,No,Yes,No,No,4,0,30,0,0,46,0,300,0,0,No,No,No,Yes,No,No,No,No,Yes,1.42,,3.40,,,3.71,Basic service,Yes
Zone 1,9,29,Unmarried,9,39,Some college,5,No,Female,1,No,No,No,No,4,0,0,0,0,22,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.44,,,,,3.66,Basic service,No
Zone 2,51,48,Unmarried,27,58,Did not complete high school,18,No,Male,1,Yes,No,Yes,No,19,26,0,9,0,965,1320,0,390,0,No,No,No,No,Yes,No,Yes,Yes,No,2.95,3.25,,2.22,,4.06,Plus service,Yes
Zone 1,33,34,Married,2,28,Did not complete high school,3,No,Female,3,No,No,No,No,13,0,0,0,0,439,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,No,2.60,,,,,3.33,E-service,No
Zone 1,25,20,Unmarried,0,15,High school degree,0,No,Male,2,Yes,No,Yes,No,11,23,0,19,0,297,572,0,405,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.37,3.14,,2.93,,2.71,Plus service,No
Zone 3,31,34,Unmarried,9,105,College degree,7,No,Female,4,No,No,Yes,No,6,0,0,6,0,182,0,0,170,0,No,No,No,No,No,Yes,No,Yes,No,1.86,,,1.75,,4.65,Plus service,No
Zone 2,67,40,Married,10,80,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,33,22,54,19,48,2225,1392,3532,1215,3185,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.50,3.08,3.98,2.93,3.87,4.38,Total service,No
Zone 3,55,45,Unmarried,8,36,High school degree,9,No,Male,3,Yes,No,Yes,No,26,42,0,12,0,1423,2295,0,630,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.24,3.73,,2.46,,3.58,Plus service,No
Zone 3,19,50,Unmarried,7,112,College degree,3,No,Female,1,No,Yes,Yes,Yes,7,0,45,14,47,160,0,817,265,894,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1.97,,3.80,2.66,3.84,4.72,Total service,No
Zone 1,39,34,Married,11,55,College degree,10,No,Female,4,Yes,Yes,Yes,Yes,18,34,57,36,48,743,1308,2172,1385,1868,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.92,3.52,4.04,3.57,3.87,4.01,Total service,No
Zone 2,52,35,Married,8,40,College degree,1,No,Male,2,Yes,Yes,Yes,Yes,11,34,35,11,45,547,1772,1726,615,2407,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.37,3.51,3.56,2.40,3.80,3.69,Plus service,No
Zone 3,55,37,Married,15,23,High school degree,0,No,Female,5,Yes,No,Yes,No,13,33,0,26,0,716,1784,0,1355,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.56,3.48,,3.27,,3.14,Plus service,No
Zone 2,25,62,Unmarried,27,28,College degree,33,Yes,Female,1,Yes,Yes,Yes,Yes,8,15,52,18,47,160,359,1184,430,1118,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.12,2.69,3.95,2.89,3.85,3.33,Total service,Yes
Zone 3,33,58,Unmarried,12,21,High school degree,23,Yes,Female,1,No,No,Yes,No,9,0,0,21,0,264,0,0,690,0,No,No,No,No,No,No,No,No,No,2.17,,,3.03,,3.04,Basic service,No
Zone 2,48,35,Unmarried,5,63,College degree,12,No,Male,2,No,No,Yes,No,13,0,0,28,0,561,0,0,1315,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.60,,,3.31,,4.14,Plus service,Yes
Zone 2,48,31,Married,12,52,College degree,3,No,Male,3,Yes,Yes,Yes,Yes,8,27,51,32,56,365,1324,2290,1410,2725,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.10,3.28,3.93,3.46,4.02,3.95,Total service,No
Zone 2,49,57,Unmarried,3,189,Did not complete high school,31,No,Female,3,No,No,Yes,No,11,0,0,9,0,476,0,0,405,0,No,No,No,No,No,No,No,No,No,2.40,,,2.17,,5.24,Basic service,No
Zone 3,54,32,Married,0,50,Did not complete high school,15,No,Male,3,Yes,Yes,Yes,No,18,46,49,21,0,959,2531,2611,1105,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.90,3.83,3.90,3.06,,3.91,Plus service,Yes
Zone 1,45,32,Married,9,23,Did not complete high school,15,No,Male,4,No,No,No,No,10,0,0,0,0,469,0,0,0,0,No,No,No,No,No,No,No,No,No,2.29,,,,,3.14,Basic service,No
Zone 3,4,37,Married,1,33,High school degree,15,No,Female,5,No,Yes,No,No,2,0,22,0,0,19,0,65,0,0,No,No,No,Yes,No,No,No,No,Yes,0.90,,3.09,,,3.50,Basic service,Yes
Zone 3,49,27,Married,3,29,Some college,6,No,Female,3,No,Yes,No,No,10,0,44,0,0,476,0,2097,0,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.34,,3.78,,,3.37,E-service,Yes
Zone 2,23,35,Unmarried,2,96,Some college,4,No,Male,1,No,Yes,Yes,Yes,6,0,38,23,46,160,0,788,450,979,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.86,,3.63,3.12,3.83,4.56,Total service,Yes
Zone 2,31,44,Unmarried,23,80,Post-undergraduate degree,15,No,Male,1,Yes,Yes,No,No,14,9,30,0,0,465,306,917,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.64,2.22,3.41,,,4.38,E-service,Yes
Zone 2,55,44,Married,2,68,High school degree,15,No,Male,5,Yes,No,Yes,No,7,44,0,30,0,351,2423,0,1685,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.89,3.77,,3.38,,4.22,Plus service,No
Zone 1,9,28,Unmarried,7,30,Did not complete high school,4,No,Female,6,No,No,No,No,4,0,0,0,0,47,0,0,0,0,No,No,No,No,No,No,No,No,No,1.44,,,,,3.40,Basic service,No
Zone 2,55,57,Married,25,34,High school degree,12,No,Male,3,No,No,Yes,No,15,0,0,30,0,785,0,0,1600,0,No,No,No,No,No,No,No,No,No,2.68,,,3.38,,3.53,Basic service,No
Zone 1,34,30,Unmarried,3,35,High school degree,2,No,Female,3,Yes,No,Yes,No,9,22,0,8,0,333,696,0,275,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.20,3.07,,2.08,,3.56,Plus service,No
Zone 1,10,23,Unmarried,4,36,High school degree,1,No,Male,3,Yes,No,Yes,No,9,15,0,22,0,86,142,0,200,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.15,2.69,,3.09,,3.58,Plus service,No
Zone 2,62,76,Unmarried,20,35,Some college,18,Yes,Female,1,No,No,Yes,No,17,0,0,18,0,1046,0,0,1085,0,Yes,No,No,No,Yes,No,No,No,Yes,2.85,,,2.88,,3.56,E-service,No
Zone 2,51,36,Unmarried,13,62,Some college,9,No,Male,2,Yes,No,Yes,Yes,6,36,0,20,40,306,1873,0,995,2005,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.73,3.59,,2.98,3.70,4.13,Total service,No
Zone 1,65,48,Unmarried,28,94,Did not complete high school,25,No,Male,1,No,No,Yes,No,10,0,0,23,0,665,0,0,1470,0,Yes,No,No,No,No,No,No,No,No,2.34,,,3.11,,4.54,E-service,No
Zone 3,53,33,Unmarried,1,60,Did not complete high school,6,No,Male,2,Yes,No,Yes,Yes,18,29,0,41,29,951,1502,0,2170,1525,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.87,3.35,,3.71,3.35,4.09,Total service,No
Zone 1,23,35,Unmarried,4,118,High school degree,11,No,Male,1,No,Yes,No,No,8,0,30,0,0,197,0,672,0,0,No,Yes,No,Yes,No,No,No,No,Yes,2.07,,3.41,,,4.77,Basic service,Yes
Zone 3,1,30,Unmarried,3,135,College degree,3,No,Male,3,Yes,Yes,Yes,No,1,6,23,3,0,1,6,23,3,0,No,No,No,Yes,Yes,No,No,No,Yes,0.10,1.75,3.13,1.01,,4.91,Basic service,Yes
Zone 3,66,55,Unmarried,20,80,High school degree,24,No,Female,1,Yes,No,Yes,No,14,31,0,15,0,938,2128,0,965,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.64,3.43,,2.69,,4.38,Plus service,No
Zone 3,8,27,Married,0,21,Some college,3,No,Female,2,No,Yes,No,No,4,0,36,0,0,38,0,236,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.29,,3.60,,,3.04,E-service,No
Zone 3,18,28,Married,3,22,Did not complete high school,2,No,Female,5,No,No,Yes,No,3,173,0,10,0,56,0,0,175,0,No,No,No,No,No,No,No,No,No,1.15,5.15,,2.25,,3.09,Basic service,No
Zone 3,36,32,Married,3,63,College degree,7,No,Male,4,No,Yes,Yes,No,6,0,30,13,0,230,0,991,415,0,Yes,No,No,Yes,No,No,No,Yes,No,1.82,,3.39,2.55,,4.14,E-service,No
Zone 1,13,40,Unmarried,16,142,High school degree,18,No,Female,1,No,No,No,No,8,0,0,0,0,110,0,0,0,0,No,No,No,No,No,No,No,No,No,2.13,,,,,4.96,Basic service,Yes
Zone 3,4,44,Unmarried,15,32,Some college,0,No,Female,1,Yes,Yes,Yes,No,2,14,26,9,0,7,45,82,25,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,0.74,2.62,3.26,2.17,,3.47,Plus service,Yes
Zone 3,20,32,Unmarried,10,19,Some college,5,No,Male,1,No,Yes,No,No,7,0,36,0,0,107,0,702,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.92,,3.58,,,2.94,E-service,No
Zone 1,66,39,Married,12,60,College degree,10,No,Male,3,Yes,Yes,Yes,Yes,20,39,46,17,36,1444,2491,2895,1055,2322,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.00,3.67,3.84,2.85,3.59,4.09,Total service,No
Zone 3,67,47,Married,7,97,Did not complete high school,23,No,Male,4,No,No,Yes,No,22,0,0,19,0,1465,0,0,1225,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.11,,,2.92,,4.57,Plus service,No
Zone 1,11,24,Married,0,31,High school degree,3,No,Female,4,Yes,Yes,Yes,Yes,5,16,39,14,34,83,189,423,140,332,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1.69,2.77,3.67,2.62,3.51,3.43,Total service,Yes
Zone 1,6,26,Unmarried,7,30,Some college,1,No,Female,2,No,Yes,No,No,6,0,20,0,0,31,0,109,0,0,No,No,No,Yes,No,No,No,No,No,1.85,,2.98,,,3.40,Basic service,Yes
Zone 2,13,23,Married,4,31,Did not complete high school,5,No,Female,4,No,Yes,No,Yes,5,0,35,0,28,55,0,399,0,340,No,Yes,Yes,Yes,No,No,No,No,Yes,1.53,,3.57,,3.32,3.43,Basic service,No
Zone 2,2,29,Married,3,44,High school degree,9,No,Female,6,Yes,Yes,Yes,Yes,2,16,43,12,34,5,31,47,5,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.74,2.79,3.77,2.51,3.51,3.78,Total service,Yes
Zone 1,4,40,Unmarried,12,38,High school degree,5,No,Male,1,No,No,Yes,No,8,0,0,12,0,32,0,0,25,0,No,No,No,No,No,No,No,No,No,2.10,,,2.48,,3.64,Basic service,No
Zone 1,34,63,Married,10,23,High school degree,0,No,Female,2,Yes,Yes,Yes,Yes,14,20,40,15,29,459,617,1396,495,984,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.66,2.97,3.68,2.72,3.37,3.14,Total service,No
Zone 1,13,34,Married,6,37,Some college,6,No,Male,4,No,No,No,No,7,0,0,0,0,103,0,0,0,0,No,No,No,No,No,Yes,No,Yes,No,1.92,,,,,3.61,Plus service,No
Zone 2,37,40,Married,14,26,High school degree,0,No,Male,5,No,No,Yes,No,19,0,0,12,0,653,0,0,470,0,Yes,No,No,No,No,No,No,No,Yes,2.94,,,2.48,,3.26,E-service,No
Zone 1,45,30,Married,8,38,High school degree,5,No,Male,6,No,No,Yes,No,13,0,0,24,0,622,0,0,1015,0,Yes,No,No,No,No,Yes,Yes,Yes,No,2.55,,,3.17,,3.64,Plus service,No
Zone 2,71,70,Unmarried,30,153,Some college,34,Yes,Female,1,Yes,No,Yes,Yes,31,46,0,26,47,2291,3115,0,1805,3293,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.42,3.83,,3.27,3.84,5.03,Plus service,No
Zone 1,35,40,Unmarried,5,49,Did not complete high school,20,No,Female,1,No,No,No,No,3,0,0,0,0,108,0,0,0,0,No,No,No,No,No,No,No,No,No,1.22,,,,,3.89,Basic service,No
Zone 3,44,41,Unmarried,21,51,Some college,7,No,Male,1,No,Yes,Yes,No,5,0,32,11,0,204,0,1302,460,0,No,No,No,Yes,No,No,No,No,Yes,1.60,,3.45,2.37,,3.93,Basic service,No
Zone 3,44,45,Married,19,88,Did not complete high school,21,No,Male,2,Yes,No,Yes,No,12,25,0,8,0,524,1108,0,305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.48,3.23,,2.11,,4.48,Plus service,No
Zone 1,26,41,Married,20,19,Did not complete high school,0,No,Female,6,No,No,No,No,5,0,0,0,0,165,0,0,0,0,No,No,No,No,No,No,No,No,No,1.70,,,,,2.94,Basic service,No
Zone 2,42,46,Married,9,31,Did not complete high school,12,No,Female,3,No,No,Yes,No,6,0,0,23,0,278,0,0,945,0,No,No,No,No,No,No,No,Yes,No,1.77,,,3.14,,3.43,Basic service,No
Zone 2,41,47,Married,6,90,High school degree,19,No,Male,3,No,Yes,Yes,No,7,0,20,31,0,251,0,825,1240,0,No,No,No,Yes,No,No,No,No,No,1.90,,3.01,3.44,,4.50,Basic service,Yes
Zone 1,31,24,Married,3,14,Did not complete high school,0,No,Male,4,No,No,No,No,7,0,0,0,0,232,0,0,0,0,No,No,No,No,No,No,No,No,No,1.97,,,,,2.64,Basic service,No
Zone 3,62,63,Unmarried,43,341,High school degree,30,No,Male,1,No,No,Yes,No,15,0,0,14,0,912,0,0,845,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2.68,,,2.66,,5.83,Plus service,Yes
Zone 1,12,23,Married,2,24,College degree,0,No,Female,8,Yes,No,Yes,Yes,3,41,0,16,35,36,502,0,210,373,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.16,3.71,,2.76,3.57,3.18,Total service,No
Zone 2,45,49,Married,27,81,High school degree,7,No,Female,4,Yes,No,Yes,No,14,51,0,21,0,583,2284,0,935,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.63,3.92,,3.04,,4.39,Plus service,No
Zone 1,47,34,Married,4,63,High school degree,13,No,Female,4,No,No,Yes,No,19,0,0,31,0,881,0,0,1395,0,No,No,No,No,No,No,No,No,No,2.94,,,3.42,,4.14,Basic service,No
Zone 2,23,22,Married,1,27,Did not complete high school,4,No,Male,5,Yes,No,Yes,No,8,23,0,16,0,211,516,0,345,0,Yes,No,No,No,Yes,Yes,Yes,No,No,2.07,3.14,,2.76,,3.30,Plus service,No
Zone 3,39,34,Unmarried,4,20,Post-undergraduate degree,3,No,Female,1,Yes,Yes,Yes,Yes,10,21,59,10,79,375,873,2362,385,2973,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.26,3.06,4.08,2.30,4.37,3.00,Total service,No
